# id	sire	dam	sex	generation
30714	29640	29212	1	F18
30717	29049	29216	1	F18
30719	29743	29190	2	F18
30724	29030	29316	1	F18
30725	29030	29316	2	F18
30733	29006	29114	1	F18
30735	29006	29114	2	F18
30741	29104	29038	2	F18
30746	29104	29038	1	F18
30749	29224	29012	2	F18
30750	29224	29012	1	F18
30756	29115	29556	2	F18
30759	29115	29556	1	F18
30761	29115	29556	1	F18
30765	29006	29114	1	F18
30778	29009	29222	2	F18
30786	29172	29207	2	F18
30787	29172	29207	1	F18
30788	29172	29207	1	F18
30789	29009	29222	1	F18
30792	29009	29222	1	F18
30793	29259	29050	2	F18
30798	29259	29050	2	F18
30799	29259	29050	1	F18
30806	29305	29260	1	F18
30814	29319	29746	1	F18
30825	29734	29617	2	F18
30826	29734	29617	1	F18
30829	29122	29007	2	F18
30830	29122	29007	1	F18
30836	29370	29237	1	F18
30837	29370	29237	2	F18
30844	29407	29121	1	F18
30851	29407	29121	2	F18
30855	29407	29121	1	F18
30857	29339	29557	2	F18
30864	29339	29557	1	F18
30867	29339	29557	1	F18
30868	29265	29599	1	F18
30870	29265	29599	2	F18
30876	29221	29689	1	F18
30877	29221	29689	1	F18
30881	29221	29689	2	F18
30885	29277	29677	2	F18
30888	29277	29677	2	F18
30890	29277	29677	1	F18
30893	29236	29708	1	F18
30895	29236	29708	2	F18
30902	29236	29708	2	F18
30904	29705	29607	1	F18
30907	29705	29607	2	F18
30913	29198	29792	1	F18
30917	29198	29792	2	F18
30927	29799	29367	2	F18
30929	29799	29367	2	F18
30972	29171	29124	1	F18
30977	29171	29124	2	F18
30978	29171	29124	1	F18
30980	29175	29354	2	F18
30983	29175	29354	1	F18
30984	29175	29354	2	F18
30990	29612	29033	1	F18
30993	29178	29758	1	F18
30994	29178	29758	2	F18
31017	29159	29674	1	F18
31019	29159	29674	2	F18
31032	29685	29208	2	F18
31046	29202	29113	1	F18
31047	29202	29113	1	F18
31052	29349	29459	2	F18
31053	29349	29459	1	F18
31074	29605	29150	2	F18
31076	29352	29733	1	F18
31077	29352	29733	2	F18
31088	29605	29150	1	F18
31101	29667	29120	2	F18
31105	29848	29463	1	F18
31108	29848	29463	1	F18
31113	29667	29120	1	F18
31121	29889	29253	2	F18
31125	29889	29253	2	F18
31160	29795	29055	1	F18
31163	29795	29055	2	F18
31165	29618	29869	1	F18
31169	29618	29869	2	F18
31173	29618	29869	2	F18
31179	29768	29874	1	F18
31180	29768	29874	2	F18
31198	29748	29864	2	F18
31202	29861	29398	1	F18
31211	29861	29398	2	F18
31212	29861	29398	2	F18
31213	29748	29864	1	F18
31227	29091	29266	1	F18
31228	29091	29266	2	F18
31247	29157	29021	1	F18
31248	29157	29021	2	F18
31257	29401	29230	1	F18
31259	29915	29181	2	F18
31262	29915	29181	1	F18
31267	29401	29230	2	F18
31268	29754	29896	2	F18
31275	29754	29896	1	F18
31276	29923	29892	1	F18
31283	29923	29892	2	F18
31298	29897	29597	2	F18
31300	29897	29597	2	F18
31303	29897	29597	1	F18
31315	29255	29146	1	F18
31320	29255	29146	2	F18
31321	29255	29146	2	F18
31343	29022	29243	2	F18
31344	29022	29243	2	F18
31350	30021	29852	1	F18
31352	30021	29852	1	F18
31390	29555	29127	1	F18
31397	29555	29127	2	F18
31408	29125	29691	2	F18
31410	29125	29691	1	F18
31424	29703	30011	2	F18
31427	29703	30011	2	F18
31432	29765	30031	2	F18
31433	29765	30031	1	F18
31436	29765	30031	1	F18
31500	29149	29105	1	F18
31509	29149	29105	2	F18
31557	30039	29918	1	F18
31559	30039	29918	1	F18
31561	30039	29918	2	F18
31588	29681	29164	1	F18
31592	29681	29164	2	F18
31603	29952	29646	2	F18
31610	29952	29646	1	F18
31640	29462	29205	1	F18
31646	30252	29888	1	F18
31668	30149	29917	1	F18
31695	29865	30114	1	F18
31698	29865	30114	2	F18
31705	30239	29949	2	F18
31710	29108	29284	2	F18
31716	29890	29233	2	F18
31731	30150	30041	2	F18
31741	29955	30246	2	F18
31745	29955	30246	1	F18
31747	30232	30089	2	F18
31751	30232	30089	1	F18
32601	30972	30902	1	F19
32607	30972	30902	2	F19
32613	31017	30725	1	F19
32618	30799	31052	2	F19
32619	30799	31052	1	F19
32623	30814	31163	2	F19
32624	30814	31163	1	F19
32630	31500	31321	1	F19
32631	31500	31321	2	F19
32644	31262	31032	2	F19
32652	31276	31198	1	F19
32656	31276	31198	2	F19
32661	31433	30881	1	F19
32662	31433	30881	2	F19
32672	30761	30668	2	F19
32673	30761	30668	1	F19
32680	30844	30749	1	F19
32697	30877	30674	1	F19
32702	30890	30825	1	F19
32704	30890	30825	2	F19
32710	30904	30699	1	F19
32720	30733	30980	1	F19
32721	30733	30980	2	F19
32726	30733	30980	1	F19
32728	31213	30837	2	F19
32729	31213	30837	1	F19
32735	31315	31509	2	F19
32742	31315	31509	1	F19
32781	30690	30756	1	F19
32784	30690	30756	2	F19
32785	30692	30798	1	F19
32787	30692	30798	2	F19
32799	30787	30719	2	F19
32801	30787	30719	1	F19
32804	30806	30710	2	F19
32809	30806	30710	1	F19
32818	30714	30888	2	F19
32819	30714	30888	1	F19
32827	30983	30671	2	F19
32833	30983	30671	1	F19
32841	30993	30929	1	F19
32846	30993	30929	2	F19
32847	30978	31077	1	F19
32848	30978	31077	2	F19
32854	31076	30672	2	F19
32856	31076	30672	1	F19
32861	30868	31101	1	F19
32865	30868	31101	2	F19
32876	30867	31121	2	F19
32881	30867	31121	1	F19
32886	30830	31180	1	F19
32890	30830	31180	2	F19
32901	30876	31228	1	F19
32915	31179	30793	1	F19
32916	31179	30793	2	F19
32920	30893	31212	2	F19
32923	30893	31212	1	F19
32929	31160	31211	1	F19
32935	31160	31211	2	F19
32937	31046	31267	2	F19
32946	31046	31267	1	F19
32949	31257	30927	2	F19
32952	31257	30927	1	F19
32960	31275	31074	2	F19
32962	31275	31074	1	F19
32967	30990	31320	1	F19
32971	30990	31320	2	F19
32978	31108	31343	2	F19
32983	31350	30895	1	F19
32985	31350	30895	1	F19
32986	31350	30895	2	F19
32989	31390	31248	1	F19
32992	31390	31248	2	F19
33005	30717	30778	2	F19
33008	31053	30994	2	F19
33014	31053	30994	1	F19
33017	30789	31283	2	F19
33020	30789	31283	1	F19
33024	30765	31344	2	F19
33026	30765	31344	1	F19
33028	30765	31344	1	F19
33035	31410	30679	1	F19
33042	31410	30679	2	F19
33044	30724	31432	2	F19
33046	30724	31432	1	F19
33050	30713	30907	2	F19
33063	30788	30984	2	F19
33073	30708	31169	1	F19
33078	31113	31173	2	F19
33089	31113	31173	1	F19
33091	31202	30735	2	F19
33101	30759	31300	1	F19
33105	30759	31300	2	F19
33113	30864	31298	2	F19
33117	30750	31397	2	F19
33118	30750	31397	2	F19
33121	30836	31408	2	F19
33126	31352	30885	1	F19
33130	31352	30885	2	F19
33138	30746	31427	1	F19
33140	30746	31427	2	F19
33159	31088	30786	2	F19
33163	31088	30786	1	F19
33167	31436	31592	2	F19
33172	31436	31592	1	F19
33198	30709	30857	1	F19
33199	30709	30857	2	F19
33208	30826	30851	2	F19
33210	30826	30851	1	F19
33223	31559	31125	1	F19
33226	31588	31268	2	F19
33228	31588	31268	2	F19
33230	31588	31268	1	F19
33241	31227	31561	2	F19
33242	31227	31561	1	F19
33288	30792	30741	1	F19
33292	30792	30741	2	F19
33312	30913	30977	2	F19
33319	30913	30977	1	F19
33328	31646	31747	1	F19
33364	31745	31259	2	F19
33365	31745	31259	1	F19
33395	31610	31698	2	F19
33400	31668	31705	2	F19
33402	31668	31705	1	F19
33416	31695	31716	1	F19
33418	31640	31603	1	F19
33423	31640	31603	2	F19
33428	31247	31710	1	F19
33429	31247	31710	2	F19
33433	31557	31731	2	F19
33439	31751	31424	1	F19
33498	31105	31019	1	F19
33515	31165	30829	2	F19
33525	30855	31741	1	F19
33566	31303	30870	2	F19
33567	31047	30917	2	F19
33571	31047	30917	1	F19
34314	32929	32631	2	F20
34315	32929	32631	1	F20
34317	32929	32631	2	F20
34325	32989	32876	1	F20
34329	32989	32876	2	F20
34334	33210	33044	1	F20
34337	33210	33044	1	F20
34342	33242	33008	1	F20
34343	33242	33008	2	F20
34348	33242	33008	1	F20
34355	32624	32644	2	F20
34357	32624	32644	1	F20
34358	32624	32644	2	F20
34362	32601	32728	2	F20
34363	32601	32728	2	F20
34369	32601	32728	1	F20
34376	32856	32935	2	F20
34380	32856	32935	2	F20
34382	32886	32865	1	F20
34384	32886	32865	2	F20
34386	32886	32865	1	F20
34392	32952	32854	2	F20
34399	32952	32854	1	F20
34400	32661	32848	1	F20
34401	32661	32848	2	F20
34403	32661	32848	1	F20
34411	32742	33042	1	F20
34418	32742	33042	2	F20
34423	33026	33113	1	F20
34431	33014	33105	1	F20
34434	33014	33105	2	F20
34444	33126	32787	2	F20
34459	32613	32662	2	F20
34461	32613	32662	1	F20
34470	32801	32937	2	F20
34475	32819	32971	1	F20
34481	32861	32986	2	F20
34486	32861	32986	1	F20
34490	32881	32978	2	F20
34491	32881	32978	1	F20
34494	32881	32978	2	F20
34495	32652	32804	2	F20
34496	32652	32804	1	F20
34499	32652	32804	2	F20
34505	32983	32607	1	F20
34511	32983	32607	2	F20
34514	32720	32890	2	F20
34519	32720	32890	1	F20
34527	33089	33121	2	F20
34528	33089	33121	1	F20
34529	33089	33121	1	F20
34543	32967	33078	2	F20
34545	33101	32949	1	F20
34549	33101	32949	2	F20
34553	33163	33050	1	F20
34558	33163	33050	2	F20
34564	33046	33167	1	F20
34575	33172	33063	1	F20
34577	33172	33063	2	F20
34582	32702	33208	2	F20
34587	32702	33208	1	F20
34588	32702	33208	1	F20
34589	32710	33241	2	F20
34591	32710	33241	1	F20
34593	32710	33241	1	F20
34606	32697	32721	2	F20
34608	32697	32721	1	F20
34618	32833	32799	2	F20
34621	32833	32799	1	F20
34633	32847	32623	1	F20
34636	32847	32623	2	F20
34639	32729	32920	1	F20
34640	32729	32920	2	F20
34644	32962	32827	2	F20
34646	32962	32827	1	F20
34647	32985	32735	2	F20
34653	32985	32735	1	F20
34656	32985	32735	1	F20
34661	32785	33005	1	F20
34662	32785	33005	2	F20
34669	33035	32960	1	F20
34673	33035	32960	2	F20
34675	33035	32960	2	F20
34685	32915	32818	1	F20
34689	33073	33091	1	F20
34692	33073	33091	2	F20
34697	33073	33091	2	F20
34703	33198	33117	1	F20
34710	33198	33117	2	F20
34729	33223	33159	1	F20
34730	33223	33159	2	F20
34731	33223	33159	1	F20
34745	33020	33226	1	F20
34756	32630	32784	1	F20
34759	32630	32784	2	F20
34799	33319	33292	2	F20
34802	33319	33292	1	F20
34815	33288	32672	2	F20
34816	33288	32672	2	F20
34823	33288	32672	1	F20
34833	33328	33312	2	F20
34835	33328	33312	2	F20
34839	33439	33199	1	F20
34840	33439	33199	1	F20
34848	33439	33199	2	F20
34867	32923	32618	2	F20
34868	32923	32618	1	F20
34870	32726	33395	2	F20
34872	32726	33395	2	F20
34876	32726	33395	1	F20
34886	32673	33423	1	F20
34889	32673	33423	2	F20
34890	32673	33423	2	F20
34898	33418	32916	2	F20
34902	33428	33017	1	F20
34912	33028	33364	1	F20
34913	33028	33364	1	F20
34914	33028	33364	2	F20
34923	33365	32846	1	F20
34927	32901	33400	1	F20
34930	32901	33400	2	F20
34931	33416	33118	1	F20
34936	33416	33118	2	F20
34937	33416	33118	2	F20
34942	32841	33433	1	F20
34951	32841	33433	2	F20
34953	32841	33433	2	F20
34956	33498	33130	1	F20
34957	33498	33130	2	F20
34961	33498	33130	2	F20
34966	33571	33228	1	F20
34970	33571	33228	1	F20
34977	33571	33228	2	F20
34997	32680	32992	2	F20
34999	32680	32992	2	F20
35000	32680	32992	1	F20
35006	33402	32656	2	F20
35013	33402	32656	1	F20
35018	33138	32704	1	F20
35025	33138	32704	1	F20
35027	33138	32704	2	F20
35042	33230	33429	1	F20
35045	33230	33429	2	F20
35046	33230	33429	1	F20
35047	32619	33515	1	F20
35048	32619	33515	2	F20
35050	32619	33515	2	F20
35056	33525	33140	1	F20
35057	33525	33140	2	F20
35060	33525	33140	2	F20
35097	32809	33566	1	F20
35098	32809	33566	2	F20
35105	32809	33566	1	F20
35121	32781	33024	1	F20
35132	32946	33567	1	F20
35143	32946	33567	2	F20
36269	34656	34589	1	F21
36272	34656	34589	1	F21
36280	34382	34815	2	F21
36287	34382	34815	1	F21
36321	34461	34558	2	F21
36325	34461	34558	1	F21
36328	34461	34558	2	F21
36330	34553	34343	2	F21
36333	34553	34343	1	F21
36339	34348	34549	1	F21
36347	34348	34549	2	F21
36352	34639	34459	1	F21
36356	34639	34459	2	F21
36363	34646	34418	1	F21
36365	34646	34418	2	F21
36368	34475	34759	1	F21
36370	34475	34759	2	F21
36384	34357	34329	2	F21
36389	34357	34329	1	F21
36392	34357	34329	1	F21
36395	34315	34470	1	F21
36401	34315	34470	2	F21
36409	34403	34490	1	F21
36410	34403	34490	2	F21
36414	34588	34527	2	F21
36416	34588	34527	1	F21
36419	34588	34527	1	F21
36422	34342	34495	2	F21
36424	34342	34495	1	F21
36429	34399	34644	2	F21
36432	34399	34644	2	F21
36435	34399	34644	1	F21
36442	34685	34362	2	F21
36445	34685	34362	1	F21
36447	34731	34358	2	F21
36449	34731	34358	2	F21
36457	34529	34799	2	F21
36459	34529	34799	1	F21
36463	34839	34640	2	F21
36467	34839	34640	1	F21
36468	34731	34358	1	F21
36476	34369	34870	1	F21
36479	34369	34870	2	F21
36480	34369	34870	2	F21
36484	34575	34999	2	F21
36485	34575	34999	1	F21
36486	34423	34380	2	F21
36489	34423	34380	1	F21
36494	34386	34317	2	F21
36495	34386	34317	2	F21
36496	34386	34317	1	F21
36503	34431	34363	1	F21
36505	34431	34363	2	F21
36509	34431	34363	1	F21
36511	34608	34376	1	F21
36515	34608	34376	2	F21
36522	34621	34494	1	F21
36526	34621	34494	2	F21
36533	34486	34662	2	F21
36552	34661	34499	1	F21
36559	34661	34499	2	F21
36563	34337	34606	1	F21
36565	34337	34606	2	F21
36567	34593	34618	1	F21
36570	34593	34618	2	F21
36576	34491	34697	1	F21
36578	34491	34697	2	F21
36579	34491	34697	2	F21
36587	34669	34730	2	F21
36595	34669	34730	1	F21
36598	34545	34816	1	F21
36600	34545	34816	2	F21
36605	34902	34675	1	F21
36606	34902	34675	2	F21
36613	34564	34937	1	F21
36616	34564	34937	2	F21
36617	34564	34937	1	F21
36622	34923	34511	2	F21
36628	34923	34511	1	F21
36634	34956	34898	1	F21
36636	34956	34898	1	F21
36638	34956	34898	2	F21
36639	34966	34392	1	F21
36641	34966	34392	2	F21
36644	34966	34392	2	F21
36650	34913	34997	1	F21
36651	34913	34997	2	F21
36658	35018	34384	1	F21
36659	35018	34384	2	F21
36666	35018	34384	2	F21
36672	34823	34582	1	F21
36677	34823	34582	1	F21
36687	34703	34951	2	F21
36688	34703	34951	1	F21
36692	34802	34957	2	F21
36699	34802	34957	1	F21
36702	34931	34890	1	F21
36713	34970	34692	1	F21
36715	34970	34692	1	F21
36720	34970	34692	2	F21
36733	34868	34961	1	F21
36740	34868	34961	2	F21
36743	34927	34401	1	F21
36747	34927	34401	2	F21
36750	34942	34481	2	F21
36754	34942	34481	2	F21
36758	34942	34481	1	F21
36763	35000	34577	2	F21
36764	35000	34577	1	F21
36771	35000	34577	1	F21
36775	34876	35027	1	F21
36783	35013	34314	1	F21
36784	35013	34314	2	F21
36785	35013	34314	1	F21
36849	34912	34835	2	F21
36851	34912	34835	1	F21
36862	34334	34953	2	F21
36865	34334	34953	1	F21
36875	34325	34867	1	F21
36876	34325	34867	2	F21
36884	34840	34936	1	F21
36887	34840	34936	2	F21
36897	35105	34848	2	F21
36905	35097	34434	1	F21
36906	35097	34434	2	F21
36907	35097	34434	2	F21
36925	34411	34543	2	F21
36926	34411	34543	1	F21
36937	35042	34710	2	F21
36951	34756	34673	1	F21
36953	34756	34673	2	F21
36956	34756	34673	2	F21
36964	34745	35048	2	F21
36973	34591	35057	1	F21
36978	34591	35057	2	F21
36983	35047	34355	1	F21
36985	35047	34355	2	F21
36993	35047	34355	1	F21
36997	34505	35143	1	F21
36998	34505	35143	2	F21
37002	35132	34977	1	F21
37005	35132	34977	1	F21
37009	35132	34977	2	F21
37037	34653	34444	2	F21
37039	34653	34444	1	F21
37045	34633	35050	1	F21
37049	34633	35050	2	F21
37053	35046	34930	1	F21
37057	35046	34930	2	F21
37060	35056	34833	2	F21
37061	35056	34833	1	F21
37077	34689	34636	2	F21
37078	34689	34636	1	F21
37084	34689	34636	1	F21
37089	34729	35098	1	F21
37091	34729	35098	1	F21
37094	34729	35098	2	F21
37098	34886	34914	2	F21
37100	34886	34914	2	F21
37105	34587	35045	2	F21
37106	34587	35045	1	F21
37109	34587	35045	2	F21
37119	35121	34514	2	F21
37139	34528	35060	2	F21
37143	34528	35060	1	F21
37172	34496	34872	2	F21
37185	34400	34647	2	F21
37196	35025	35006	1	F21
37198	35025	35006	1	F21
37200	35025	35006	2	F21
37214	34519	34889	1	F21
37217	34519	34889	1	F21
38163	36392	36328	2	F22
38165	36392	36328	1	F22
38174	36476	36616	2	F22
38184	36496	36280	2	F22
38190	36567	36641	1	F22
38193	36567	36641	2	F22
38198	36658	36515	2	F22
38202	36658	36515	1	F22
38206	36339	36750	2	F22
38208	36339	36750	1	F22
38215	36973	36579	2	F22
38219	36973	36579	1	F22
38228	37002	36401	1	F22
38229	37002	36401	2	F22
38233	36363	37060	2	F22
38236	36363	37060	1	F22
38239	37089	36622	1	F22
38248	37089	36622	2	F22
38250	36272	37185	1	F22
38255	36272	37185	2	F22
38267	36269	36659	2	F22
38277	36467	36559	1	F22
38279	36467	36559	2	F22
38284	36563	36480	1	F22
38292	36563	36480	2	F22
38296	36785	36442	1	F22
38301	36785	36442	2	F22
38316	36419	36876	2	F22
38317	36419	36876	1	F22
38329	36509	36964	1	F22
38343	37045	37119	2	F22
38346	37045	37119	1	F22
38350	37143	36321	2	F22
38352	37143	36321	1	F22
38359	36522	36479	1	F22
38364	36522	36479	2	F22
38370	36628	36505	1	F22
38373	36628	36505	2	F22
38375	36884	36849	2	F22
38376	36884	36849	1	F22
38384	36595	37077	2	F22
38392	36595	37077	1	F22
38409	36459	36432	1	F22
38412	36459	36432	2	F22
38416	36352	36638	2	F22
38419	36352	36638	1	F22
38420	36617	36447	2	F22
38424	36617	36447	1	F22
38426	36511	36720	1	F22
38431	36511	36720	2	F22
38439	36333	36754	1	F22
38444	36598	36763	2	F22
38445	36598	36763	1	F22
38450	36733	36494	1	F22
38454	36733	36494	2	F22
38456	36409	36862	2	F22
38467	36409	36862	1	F22
38475	36865	36422	1	F22
38482	36983	36370	1	F22
38488	36993	36692	1	F22
38492	36993	36692	2	F22
38501	36489	37105	2	F22
38505	36489	37105	1	F22
38510	37039	37100	1	F22
38516	37039	37100	2	F22
38522	37078	36606	2	F22
38523	37078	36606	1	F22
38527	36368	37172	2	F22
38529	36368	37172	1	F22
38539	37198	36578	1	F22
38556	36287	36457	1	F22
38558	36287	36457	2	F22
38559	36325	36463	1	F22
38565	36325	36463	2	F22
38578	36576	36330	1	F22
38584	36576	36330	2	F22
38587	36639	36526	2	F22
38590	36639	36526	1	F22
38596	36677	36651	2	F22
38605	36677	36651	1	F22
38615	36713	36347	2	F22
38625	36743	36600	2	F22
38628	36743	36600	1	F22
38631	36758	37094	2	F22
38635	36758	37094	1	F22
38646	36775	36907	1	F22
38649	36688	36887	2	F22
38653	36688	36887	1	F22
38659	36875	36666	2	F22
38662	36875	36666	1	F22
38664	36650	36925	2	F22
38673	36650	36925	1	F22
38675	36926	36897	2	F22
38682	36926	36897	1	F22
38684	36416	36956	2	F22
38686	36416	36956	1	F22
38690	36416	36956	2	F22
38693	36435	36998	1	F22
38697	36435	36998	2	F22
38699	37005	36429	1	F22
38701	37005	36429	2	F22
38705	36699	37037	2	F22
38712	36699	37037	1	F22
38719	36395	37098	2	F22
38722	36395	37098	1	F22
38735	36613	37109	1	F22
38738	36613	37109	2	F22
38741	37091	36410	2	F22
38744	37091	36410	1	F22
38753	36634	37200	2	F22
38760	36634	37200	1	F22
38765	37214	36784	1	F22
38769	37214	36784	2	F22
38772	37217	36906	1	F22
38776	37217	36906	2	F22
38793	36905	36570	2	F22
38797	36503	36978	2	F22
38799	36503	36978	1	F22
38805	36997	36587	2	F22
38806	36997	36587	1	F22
38810	37084	36687	2	F22
38811	37084	36687	1	F22
38828	37196	36985	1	F22
38829	37196	36985	2	F22
38833	37106	36384	2	F22
38836	37106	36384	1	F22
38856	37053	36937	2	F22
38925	36552	36484	2	F22
38927	36552	36484	1	F22
38941	36605	36414	2	F22
38946	36605	36414	1	F22
38953	36702	36356	2	F22
38963	36715	36953	1	F22
38967	36715	36953	2	F22
39003	36389	36486	2	F22
39004	36389	36486	1	F22
39035	36951	36565	1	F22
39036	36951	36565	2	F22
39040	36672	37049	1	F22
39051	37061	36365	1	F22
39052	37061	36365	2	F22
39088	36424	36495	2	F22
39093	36424	36495	1	F22
39116	36636	37009	1	F22
39125	36636	37009	2	F22
39135	36851	36449	1	F22
39140	36851	36449	2	F22
39181	36468	36533	2	F22
39186	36468	36533	1	F22
39224	36715	36953	1	F22
39239	36445	36644	1	F22
39246	36445	36644	2	F22
39259	36771	36747	2	F22
39333	36485	37139	1	F22
39397	36783	37057	2	F22
40055	36764	36740	1	F22
40056	36764	36740	2	F22
41095	38284	38697	2	F23 # parents randomly assigned
41665	38419	38248	1	F23
41669	38419	38248	2	F23
41673	38475	38198	1	F23
41675	38475	38198	2	F23
41679	38219	38753	1	F23
41687	38424	38558	2	F23
41701	38673	38501	1	F23
41703	38673	38501	2	F23
41710	38722	38229	1	F23
41716	38722	38229	2	F23
41722	38523	38829	1	F23
41726	38523	38829	2	F23
41737	38686	38941	2	F23
41761	38445	38587	2	F23
41765	38445	38587	1	F23
41771	38539	38705	1	F23
41773	38539	38705	2	F23
41775	38556	38184	1	F23
41776	38556	38184	2	F23
41812	38236	38364	1	F23
41817	38236	38364	2	F23
41821	38296	38516	2	F23
41825	38296	38516	1	F23
41839	38346	38456	2	F23
41841	38346	38456	1	F23
41843	38392	38522	1	F23
41847	38392	38522	2	F23
41853	38505	38292	2	F23
41854	38505	38292	1	F23
41861	38510	38233	2	F23
41869	38510	38233	1	F23
41872	38317	38615	1	F23
41874	38317	38615	2	F23
41881	38376	38631	1	F23
41884	38376	38631	2	F23
41893	38409	38769	1	F23
41900	38409	38769	2	F23
41906	38482	38565	1	F23
41911	38578	38373	1	F23
41916	38578	38373	2	F23
41923	38635	38416	1	F23
41929	38635	38416	2	F23
41933	38693	38384	1	F23
41935	38693	38384	1	F23
41939	38712	38420	2	F23
41952	38765	38279	1	F23
41957	38806	38596	2	F23
41959	38806	38596	1	F23
41967	38811	38215	1	F23
41968	38811	38215	2	F23
41977	38836	38701	2	F23
41982	38836	38701	1	F23
41985	38250	38925	2	F23
41988	38250	38925	1	F23
41998	38927	38741	1	F23
42011	38239	38301	1	F23
42025	38370	38193	2	F23
42028	38370	38193	2	F23
42030	38202	38444	1	F23
42033	38202	38444	2	F23
42042	38426	38350	1	F23
42051	38426	38350	2	F23
42059	38284	38697	1	F23
42063	38284	38697	2	F23
42066	38359	38690	2	F23
42068	38359	38690	1	F23
42079	38653	38316	1	F23
42084	38653	38316	2	F23
42086	38439	38797	2	F23
42100	38590	38793	1	F23
42114	38946	38174	2	F23
42116	38239	38301	2	F23
42128	38760	38527	2	F23
42129	38760	38527	2	F23
42156	38772	38343	2	F23
42158	38772	38343	1	F23
42161	38772	38343	1	F23
42165	38277	38431	1	F23
42168	38277	38431	2	F23
42227	38190	38454	2	F23
42228	38190	38454	1	F23
42232	38190	38454	1	F23
42241	38208	38412	2	F23
42242	38208	38412	1	F23
42249	38228	38776	2	F23
42257	38799	38649	1	F23
42262	38799	38649	2	F23
42268	38529	38856	1	F23
42271	38529	38856	2	F23
42276	38329	38967	2	F23
42282	38329	38967	1	F23
42290	39004	38805	1	F23
42293	39004	38805	2	F23
42327	38450	39052	2	F23
42333	38735	39125	2	F23
42336	38735	39125	1	F23
42347	39116	38625	2	F23
42372	39035	38664	2	F23
42373	39035	38664	1	F23
42383	39051	38375	2	F23
42389	39051	38375	1	F23
42394	39093	38738	2	F23
42396	39093	38738	1	F23
42399	39333	40056	1	F23
42400	39333	40056	1	F23
42423	38699	38810	2	F23
42428	38699	38810	1	F23
42432	38628	39003	1	F23
42437	38467	39036	2	F23
42438	38467	39036	1	F23
42447	39135	39259	2	F23
42452	39135	39259	1	F23
42459	39186	39246	1	F23
42464	39239	39181	1	F23
42469	39239	39181	2	F23
42470	39239	39181	1	F23
42476	40055	39397	1	F23
42479	40055	39397	2	F23
42500	38646	38953	2	F23
42504	38646	38953	1	F23
42507	38559	39088	1	F23
42508	38559	39088	2	F23
42516	38682	39140	1	F23
42520	38682	39140	2	F23
42618	38488	38659	1	F23
42620	38488	38659	2	F23
42707	38165	38584	1	F23
42713	38165	38584	2	F23
42776	38828	38719	2	F23
42779	38828	38719	1	F23
42784	38963	38675	1	F23
42789	38963	38675	2	F23
42856	39224	38684	1	F23
42858	39224	38684	2	F23
42887	38605	38267	1	F23
42888	38605	38267	2	F23
42982	39040	38163	2	F23
42984	39040	38163	1	F23
42988	38628	38833	2	F23
43040	38744	38255	1	F23
43108	38662	38492	2	F23
43133	38352	38206	2	F23
43136	38352	38206	1	F23
44125	41679	42025	2	F24
44135	41679	42025	1	F24
44136	41775	42033	1	F24
44139	41775	42033	2	F24
44141	41775	42033	2	F24
44147	41775	42033	1	F24
44151	41935	42066	1	F24
44155	41935	42066	2	F24
44163	42428	42028	2	F24
44168	42428	42028	2	F24
44169	42428	42028	1	F24
44171	42242	42508	2	F24
44172	42242	42508	1	F24
44177	42242	42508	1	F24
44185	42400	42620	1	F24
44186	42400	42620	2	F24
44189	42707	41916	2	F24
44195	42707	41916	1	F24
44207	41911	41839	1	F24
44208	41911	41839	1	F24
44211	41998	41737	2	F24
44214	41998	41737	1	F24
44218	41710	42116	2	F24
44222	41710	42116	1	F24
44228	41701	42128	2	F24
44232	41701	42128	1	F24
44239	42165	41716	1	F24
44242	42165	41716	2	F24
44251	41825	42276	2	F24
44253	41825	42276	2	F24
44254	41825	42276	1	F24
44256	41673	42227	2	F24
44258	41673	42227	1	F24
44263	42282	42129	1	F24
44268	42282	42129	1	F24
44273	42068	42372	2	F24
44276	42068	42372	2	F24
44283	42068	42372	1	F24
44286	42399	41669	1	F24
44289	42399	41669	2	F24
44293	42784	42327	1	F24
44294	42784	42327	2	F24
44299	41982	41773	2	F24
44300	41982	41773	1	F24
44306	41812	42114	1	F24
44312	41812	42114	2	F24
44316	42059	41817	1	F24
44319	42059	41817	2	F24
44322	42059	41817	2	F24
44329	41771	42063	2	F24
44333	41771	42063	1	F24
44342	41923	42293	1	F24
44351	42257	42084	2	F24
44353	42257	42084	1	F24
44354	42257	42084	2	F24
44358	41665	42347	2	F24
44360	41665	42347	1	F24
44362	41665	42347	2	F24
44373	42228	42394	1	F24
44381	42228	42394	2	F24
44387	42389	41874	2	F24
44389	42389	41874	2	F24
44393	42389	41874	1	F24
44397	41893	42447	1	F24
44399	41893	42447	1	F24
44402	41893	42447	2	F24
44410	41906	42469	2	F24
44413	41906	42469	1	F24
44424	41959	42423	2	F24
44426	41959	42423	1	F24
44435	42438	42333	1	F24
44444	42336	42479	1	F24
44445	42336	42479	2	F24
44446	42336	42479	1	F24
44453	42459	41675	1	F24
44455	42459	41675	2	F24
44463	42464	41861	2	F24
44465	42464	41861	1	F24
44466	42464	41861	2	F24
44470	42396	42500	2	F24
44471	42396	42500	1	F24
44475	42042	42713	1	F24
44477	42042	42713	2	F24
44480	42476	42789	1	F24
44484	42476	42789	2	F24
